,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
501,474,Jack White,SF,25,DEN,10,0,3.2,0.3,0.9,.333,0.1,0.3,.333,0.2,0.6,.333,.389,0.0,0.0,,0.3,0.4,0.7,0.0,0.1,0.2,0.0,0.5,0.7,2023
502,475,Aaron Wiggins,SG,24,OKC,34,7,17.9,2.4,4.8,.491,0.7,1.7,.404,1.7,3.1,.538,.561,0.9,1.1,.811,1.0,2.3,3.3,1.4,0.5,0.2,0.9,1.6,6.3,2023
503,476,Andrew Wiggins,SF,27,GSW,27,27,31.8,7.0,14.5,.482,2.7,6.7,.407,4.3,7.8,.548,.577,1.1,1.9,.608,1.6,3.4,5.0,2.3,1.4,0.8,1.3,2.9,17.9,2023
504,477,Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2023
505,478,Grant Williams,PF,24,BOS,44,16,27.8,3.1,6.3,.489,1.5,3.7,.405,1.6,2.6,.611,.609,1.3,1.5,.862,1.1,3.7,4.8,1.8,0.7,0.4,0.9,2.5,8.9,2023
506,479,Jalen Williams,SG,21,OKC,40,27,28.1,4.8,9.3,.509,0.8,2.7,.292,4.0,6.7,.596,.551,1.4,1.9,.737,0.7,3.1,3.9,2.9,1.0,0.5,1.6,2.5,11.7,2023
507,480,Jaylin Williams,PF,20,OKC,13,5,12.3,1.5,3.8,.408,0.3,1.1,.286,1.2,2.7,.457,.449,0.5,0.8,.600,0.8,3.1,3.9,1.2,0.4,0.1,0.6,2.3,3.8,2023
508,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
509,481,Kenrich Williams,PF,28,OKC,36,5,21.6,3.1,5.8,.541,0.9,2.1,.434,2.2,3.7,.602,.620,0.3,0.7,.462,1.8,3.0,4.8,1.4,0.7,0.3,0.4,2.0,7.5,2023
510,482,Mark Williams,C,21,CHO,14,0,13.0,2.2,3.9,.564,0.0,0.0,,2.2,3.9,.564,.564,1.6,2.1,.733,1.4,4.2,5.6,0.4,0.6,0.6,0.9,1.6,6.0,2023
511,483,Patrick Williams,PF,21,CHI,44,43,29.1,3.7,8.2,.457,1.5,3.5,.417,2.3,4.6,.488,.547,1.1,1.2,.889,1.0,3.1,4.1,1.3,0.7,0.8,1.3,2.1,10.0,2023
512,484,Robert Williams,C,25,BOS,13,4,21.7,3.5,4.5,.763,0.0,0.0,,3.5,4.5,.763,.763,0.7,1.0,.692,2.9,4.9,7.8,1.5,0.5,1.3,0.8,1.5,7.6,2023
513,485,Vince Williams Jr.,SG,22,MEM,8,0,5.5,0.4,1.4,.273,0.1,1.0,.125,0.3,0.4,.667,.318,0.0,0.0,,0.1,0.5,0.6,0.4,0.5,0.1,0.0,0.6,0.9,2023
514,486,Ziaire Williams,SF,21,MEM,17,1,17.8,2.6,6.0,.441,0.8,2.9,.265,1.9,3.1,.604,.505,0.5,0.6,.900,0.4,2.5,2.9,1.0,0.5,0.2,1.2,2.1,6.6,2023
515,487,Zion Williamson,PF,22,NOP,29,29,33.0,9.8,16.2,.608,0.2,0.7,.368,9.6,15.5,.618,.615,6.1,8.6,.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,2023
516,488,Justise Winslow,SF,26,POR,29,11,26.8,2.8,6.8,.409,0.5,1.6,.311,2.3,5.3,.438,.444,0.7,1.0,.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,2023
517,489,James Wiseman,C,21,GSW,19,0,12.7,2.8,4.6,.609,0.1,0.1,.500,2.7,4.5,.612,.615,1.2,1.8,.657,0.9,2.7,3.6,0.7,0.1,0.4,0.7,1.9,6.8,2023
518,490,Christian Wood,C,27,DAL,41,16,28.9,6.7,12.4,.535,1.8,4.6,.383,4.9,7.9,.624,.606,3.2,4.3,.736,1.4,7.0,8.4,1.6,0.5,1.2,2.1,2.8,18.3,2023
519,491,Delon Wright,PG,30,WAS,15,0,20.3,2.0,4.9,.405,0.5,2.3,.235,1.5,2.7,.550,.459,1.1,1.3,.842,0.7,1.9,2.5,3.4,2.1,0.3,0.9,1.3,5.6,2023
520,492,McKinley Wright IV,PG,24,DAL,14,0,9.6,0.7,1.7,.417,0.1,0.4,.167,0.6,1.3,.500,.438,0.4,0.6,.625,0.3,0.9,1.1,1.4,0.5,0.2,0.6,1.1,1.9,2023
521,493,Thaddeus Young,PF,34,TOR,35,9,16.5,2.2,4.0,.543,0.1,0.7,.174,2.1,3.3,.615,.557,0.4,0.5,.737,1.6,2.0,3.6,1.6,1.1,0.1,0.7,1.8,4.9,2023
522,494,Trae Young,PG,24,ATL,39,39,35.7,8.6,20.3,.424,2.3,7.1,.330,6.3,13.3,.474,.481,7.8,8.8,.892,0.7,2.2,2.8,9.8,0.9,0.2,4.0,1.6,27.4,2023
523,495,Ivica Zubac,C,25,LAC,43,43,29.1,4.0,6.4,.620,0.0,0.0,.000,4.0,6.3,.625,.620,2.2,3.1,.704,3.3,7.0,10.3,1.0,0.4,1.3,2.0,3.0,10.1,2023
